form_id,lexeme,cell,source_form,orth_form,analysed_orth_form,phon_form,analysed_phon_form,variants_tag,paradigm_tag,overabundance_tag,source,page,language_id
vaiphei277,mu,3.sg.1.pl.incl.nfut.neg,ei hun mu puai,ei hun Σ puai,ei+hun+Σ+pua+i,ei h u n Σ p ua i,ei + h u n + Σ + p ua + i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei278,mu,3.sg.1.pl.incl.nfut.neg,ei mu puai,ei Σ puai,ei+Σ+pua+i,ei Σ p ua i,ei + Σ + p ua + i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei279,mu,3.pl.1.sg.nfut.neg,ei hun mu puau,ei hun Σ puau,ei+hun+Σ+pua+u,ei h u n Σ p ua u,ei + h u n + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei280,mu,3.pl.1.sg.nfut.neg,ei mu puau,ei Σ puau,ei+Σ+pua+u,ei Σ p ua u,ei + Σ + p ua + u,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei281,mu,3.pl.1.pl.excl.nfut.neg,ei hun mu puau,ei hun Σ puau,ei+hun+Σ+pua+u,ei h u n Σ p ua u,ei + h u n + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei282,mu,3.pl.1.pl.excl.nfut.neg,ei mu puau,ei Σ puau,ei+Σ+pua+u,ei Σ p ua u,ei + Σ + p ua + u,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei283,mu,3.pl.1.pl.incl.nfut.neg,ei hun mu puau,ei hun Σ puau,ei+hun+Σ+pua+u,ei h u n Σ p ua u,ei + h u n + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei284,mu,3.pl.1.pl.incl.nfut.neg,ei mu puau,ei Σ puau,ei+Σ+pua+u,ei Σ p ua u,ei + Σ + p ua + u,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei285,mu,3.sg.2.sg.nfut.neg,a hun mu puai,a hun Σ puai,a+hun+Σ+pua+i,a h u n Σ p ua i,a + h u n + Σ + p ua + i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei286,mu,3.sg.2.sg.nfut.neg,a mu puai,a Σ puai,a+Σ+pua+i,a Σ p ua i,a + Σ + p ua + i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei287,mu,3.sg.2.pl.nfut.neg,a hun mu puai,a hun Σ puai,a+hun+Σ+pua+i,a h u n Σ p ua i,a + h u n + Σ + p ua + i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei288,mu,3.sg.2.pl.nfut.neg,a mu puai,a Σ puai,a+Σ+pua+i,a Σ p ua i,a + Σ + p ua + i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei289,mu,3.pl.2.sg.nfut.neg,a hun mu puau,a hun Σ puau,a+hun+Σ+pua+u,a h u n Σ p ua u,a + h u n + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei290,mu,3.pl.2.sg.nfut.neg,a mu puau,a Σ puau,a+Σ+pua+u,a Σ p ua u,a + Σ + p ua + u,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei291,mu,3.pl.2.pl.nfut.neg,a hun mu puau,a hun Σ puau,a+hun+Σ+pua+u,a h u n Σ p ua u,a + h u n + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei292,mu,3.pl.2.pl.nfut.neg,a mu puau,a Σ puau,a+Σ+pua+u,a Σ p ua u,a + Σ + p ua + u,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei293,mu,3.sg.3.sg.nfut.neg,a mu puai,a Σ puai,a+Σ+pua+i,a Σ p ua i,a + Σ + p ua + i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei294,mu,3.sg.3.pl.nfut.neg,a mu puai,a Σ puai,a+Σ+pua+i,a Σ p ua i,a + Σ + p ua + i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei295,mu,3.pl.3.sg.nfut.neg,a mu puau,a Σ puau,a+Σ+pua+u,a Σ p ua u,a + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei296,mu,3.pl.3.pl.nfut.neg,a mu puau,a Σ puau,a+Σ+pua+u,a Σ p ua u,a + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
